model	language	task	perturbation	probing_location	dev_acc	test_acc
mBERT	Swedish	voice_verb	mBERT-rand-char	last	90.0	98.45
mBERT	Swedish	voice_verb	mBERT-rand-subw	first	56.9	48.35
mBERT	Swedish	voice_verb	mBERT-rand-subw	last	85.7	87.65
mBERT	Turkish	aspect_verb		first	76.41791044776117	73.08457711442784
mBERT	Turkish	aspect_verb		last	93.53233830845771	92.68656716417911
mBERT	Turkish	aspect_verb	mBERT-char	first	68.50746268656717	66.56716417910448
mBERT	Turkish	aspect_verb	mBERT-char	last	89.60199004975125	81.19402985074626
mBERT	Turkish	aspect_verb	mBERT-rand-char	first	40.59701492537313	37.91044776119402
mBERT	Turkish	aspect_verb	mBERT-rand-char	last	68.25870646766168	51.840796019900495
mBERT	Turkish	aspect_verb	mBERT-rand-subw	first	42.73631840796019	39.45273631840796
mBERT	Turkish	aspect_verb	mBERT-rand-subw	last	81.74129353233829	75.17412935323384
mBERT	Turkish	case_noun		first	50.935960591133	50.14778325123153
mBERT	Turkish	case_noun		last	95.66502463054191	93.8423645320197
mBERT	Turkish	case_noun	mBERT-char	first	51.379310344827594	53.10344827586207
mBERT	Turkish	case_noun	mBERT-char	last	94.03940886699507	91.67487684729062
mBERT	Turkish	case_noun	mBERT-rand-char	first	16.551724137931032	18.42364532019704
mBERT	Turkish	case_noun	mBERT-rand-char	last	53.10344827586207	48.669950738916256
mBERT	Turkish	case_noun	mBERT-rand-subw	first	16.600985221674875	15.517241379310343
mBERT	Turkish	case_noun	mBERT-rand-subw	last	81.52709359605913	73.89162561576354
mBERT	Turkish	number_noun		first	93.3	94.05
mBERT	Turkish	number_noun		last	95.15	97.05
mBERT	Turkish	number_noun	mBERT-char	first	77.9	72.25
mBERT	Turkish	number_noun	mBERT-char	last	91.15	88.8
mBERT	Turkish	number_noun	mBERT-rand-char	first	55.75	52.9
mBERT	Turkish	number_noun	mBERT-rand-char	last	69.3	64.9
mBERT	Turkish	number_noun	mBERT-rand-subw	first	56.15	50.15
mBERT	Turkish	number_noun	mBERT-rand-subw	last	76.7	81.65
mBERT	Turkish	number_verb		first	72.0	77.65
mBERT	Turkish	number_verb		last	96.35	98.45
mBERT	Turkish	number_verb	mBERT-char	first	60.2	57.65
mBERT	Turkish	number_verb	mBERT-char	last	94.05	91.3
mBERT	Turkish	number_verb	mBERT-rand-char	first	55.05	49.4
mBERT	Turkish	number_verb	mBERT-rand-char	last	74.4	69.9
mBERT	Turkish	number_verb	mBERT-rand-subw	first	52.8	52.8
mBERT	Turkish	number_verb	mBERT-rand-subw	last	88.45	86.5
mBERT	Turkish	person_verb		first	62.13930348258707	62.05
mBERT	Turkish	person_verb		last	94.52736318407962	94.35
mBERT	Turkish	person_verb	mBERT-char	first	57.36318407960198	63.4
mBERT	Turkish	person_verb	mBERT-char	last	92.48756218905473	94.9
mBERT	Turkish	person_verb	mBERT-rand-char	first	33.681592039801	41.45
mBERT	Turkish	person_verb	mBERT-rand-char	last	83.68159203980099	82.4
mBERT	Turkish	person_verb	mBERT-rand-subw	first	37.76119402985074	43.55
mBERT	Turkish	person_verb	mBERT-rand-subw	last	85.87064676616916	84.6
mBERT	Turkish	polarity_verb		first	78.2	75.65
mBERT	Turkish	polarity_verb		last	85.4	83.2
mBERT	Turkish	polarity_verb	mBERT-char	first	72.05	70.1
mBERT	Turkish	polarity_verb	mBERT-char	last	73.2	67.7
mBERT	Turkish	polarity_verb	mBERT-rand-char	first	55.4	53.25
mBERT	Turkish	polarity_verb	mBERT-rand-char	last	59.05	55.5
mBERT	Turkish	polarity_verb	mBERT-rand-subw	first	60.0	58.65
mBERT	Turkish	polarity_verb	mBERT-rand-subw	last	63.05	60.6
mBERT	Turkish	verbform_verb		first	81.14427860696516	80.7960199004975
mBERT	Turkish	verbform_verb		last	97.46268656716418	94.22885572139305
mBERT	Turkish	verbform_verb	mBERT-char	first	64.12935323383084	65.12437810945275
mBERT	Turkish	verbform_verb	mBERT-char	last	90.9452736318408	87.71144278606967
mBERT	Turkish	verbform_verb	mBERT-rand-char	first	36.915422885572134	31.293532338308456
mBERT	Turkish	verbform_verb	mBERT-rand-char	last	63.53233830845771	58.00995024875622
mBERT	Turkish	verbform_verb	mBERT-rand-subw	first	39.154228855721385	36.61691542288557
mBERT	Turkish	verbform_verb	mBERT-rand-subw	last	82.08955223880596	80.0995024875622
mBERT	Ukrainian	animacy_noun		first	91.45	89.3
mBERT	Ukrainian	animacy_noun		last	92.6	92.1
mBERT	Ukrainian	animacy_noun	mBERT-char	first	68.15	61.65
mBERT	Ukrainian	animacy_noun	mBERT-char	last	73.25	69.7
mBERT	Ukrainian	animacy_noun	mBERT-rand-char	first	60.5	50.6
mBERT	Ukrainian	animacy_noun	mBERT-rand-char	last	64.1	62.6
mBERT	Ukrainian	animacy_noun	mBERT-rand-subw	first	61.0	52.9
mBERT	Ukrainian	animacy_noun	mBERT-rand-subw	last	65.4	63.9
mBERT	Ukrainian	aspect_verb		first	80.15	82.6
mBERT	Ukrainian	aspect_verb		last	86.65	88.5
mBERT	Ukrainian	aspect_verb	mBERT-char	first	67.4	69.5
mBERT	Ukrainian	aspect_verb	mBERT-char	last	76.5	72.4
mBERT	Ukrainian	aspect_verb	mBERT-rand-char	first	62.95	60.85
mBERT	Ukrainian	aspect_verb	mBERT-rand-char	last	62.9	62.25
mBERT	Ukrainian	aspect_verb	mBERT-rand-subw	first	61.95	56.7
mBERT	Ukrainian	aspect_verb	mBERT-rand-subw	last	71.35	64.95
mBERT	Ukrainian	case_adj		first	83.05	79.15
mBERT	Ukrainian	case_adj		last	96.05	95.75
mBERT	Ukrainian	case_adj	mBERT-char	first	67.85	59.15
mBERT	Ukrainian	case_adj	mBERT-char	last	90.35	89.15
mBERT	Ukrainian	case_adj	mBERT-rand-char	first	25.8	23.2
mBERT	Ukrainian	case_adj	mBERT-rand-char	last	70.5	70.95
mBERT	Ukrainian	case_adj	mBERT-rand-subw	first	25.55	25.15
mBERT	Ukrainian	case_adj	mBERT-rand-subw	last	68.3	75.45
mBERT	Ukrainian	case_noun		first	77.38916256157636	78.67647058823528
mBERT	Ukrainian	case_noun		last	90.5911330049261	90.73529411764704
mBERT	Ukrainian	case_noun	mBERT-char	first	59.50738916256158	52.45098039215687
mBERT	Ukrainian	case_noun	mBERT-char	last	71.52709359605912	74.70588235294117
mBERT	Ukrainian	case_noun	mBERT-rand-char	first	25.32019704433497	19.90196078431372
mBERT	Ukrainian	case_noun	mBERT-rand-char	last	55.71428571428571	55.63725490196079
mBERT	Ukrainian	case_noun	mBERT-rand-subw	first	25.41871921182266	25.294117647058826
mBERT	Ukrainian	case_noun	mBERT-rand-subw	last	49.60591133004927	50.68627450980394
mBERT	Ukrainian	gender_adj		first	71.24378109452736	71.34328358208955
mBERT	Ukrainian	gender_adj		last	90.09950248756218	87.91044776119402
mBERT	Ukrainian	gender_adj	mBERT-char	first	59.154228855721385	54.4776119402985
mBERT	Ukrainian	gender_adj	mBERT-char	last	90.0	87.363184079602
mBERT	Ukrainian	gender_adj	mBERT-rand-char	first	37.86069651741293	33.731343283582085
mBERT	Ukrainian	gender_adj	mBERT-rand-char	last	77.76119402985076	74.17910447761194
mBERT	Ukrainian	gender_adj	mBERT-rand-subw	first	33.08457711442786	28.159203980099498
mBERT	Ukrainian	gender_adj	mBERT-rand-subw	last	73.13432835820895	73.88059701492537
mBERT	Ukrainian	gender_noun		first	78.2587064676617	80.09950248756219
mBERT	Ukrainian	gender_noun		last	88.55721393034824	93.18407960199005
mBERT	Ukrainian	gender_noun	mBERT-char	first	53.333333333333336	53.68159203980099
mBERT	Ukrainian	gender_noun	mBERT-char	last	71.14427860696517	67.76119402985076
mBERT	Ukrainian	gender_noun	mBERT-rand-char	first	38.85572139303481	40.49751243781094
mBERT	Ukrainian	gender_noun	mBERT-rand-char	last	64.27860696517413	53.830845771144276
mBERT	Ukrainian	gender_noun	mBERT-rand-subw	first	39.65174129353234	38.90547263681592
mBERT	Ukrainian	gender_noun	mBERT-rand-subw	last	63.73134328358209	63.78109452736319
mBERT	Ukrainian	number_adj		first	93.8	92.8
mBERT	Ukrainian	number_adj		last	99.5	99.5
mBERT	Ukrainian	number_adj	mBERT-char	first	84.8	82.7
mBERT	Ukrainian	number_adj	mBERT-char	last	99.0	99.2
mBERT	Ukrainian	number_adj	mBERT-rand-char	first	57.4	51.8
mBERT	Ukrainian	number_adj	mBERT-rand-char	last	99.0	99.5
mBERT	Ukrainian	number_adj	mBERT-rand-subw	first	54.7	50.65
mBERT	Ukrainian	number_adj	mBERT-rand-subw	last	94.1	94.75
mBERT	Ukrainian	number_verb		first	92.3	90.25
mBERT	Ukrainian	number_verb		last	97.85	97.25
mBERT	Ukrainian	number_verb	mBERT-char	first	73.65	70.15
mBERT	Ukrainian	number_verb	mBERT-char	last	93.2	87.1
mBERT	Ukrainian	number_verb	mBERT-rand-char	first	55.45	52.85
mBERT	Ukrainian	number_verb	mBERT-rand-char	last	83.1	76.6
mBERT	Ukrainian	number_verb	mBERT-rand-subw	first	57.6	50.3
mBERT	Ukrainian	number_verb	mBERT-rand-subw	last	85.4	87.55
mBERT	Ukrainian	tense_verb		first	80.49751243781095	75.12437810945275
mBERT	Ukrainian	tense_verb		last	92.23880597014924	87.4129353233831
mBERT	Ukrainian	tense_verb	mBERT-char	first	67.01492537313433	62.13930348258707
mBERT	Ukrainian	tense_verb	mBERT-char	last	85.77114427860697	77.06467661691542
mBERT	Ukrainian	tense_verb	mBERT-rand-char	first	41.343283582089555	36.11940298507462
mBERT	Ukrainian	tense_verb	mBERT-rand-char	last	72.03980099502488	56.86567164179104
mBERT	Ukrainian	tense_verb	mBERT-rand-subw	first	40.79601990049751	39.004975124378106
mBERT	Ukrainian	tense_verb	mBERT-rand-subw	last	75.62189054726367	70.59701492537313
mBERT	Urdu	case_noun		first	79.8	82.45
mBERT	Urdu	case_noun		last	88.85	87.45
mBERT	Urdu	case_noun	mBERT-char	first	71.75	64.15
mBERT	Urdu	case_noun	mBERT-char	last	85.0	85.15
mBERT	Urdu	case_noun	mBERT-rand-char	first	59.65	56.0
mBERT	Urdu	case_noun	mBERT-rand-char	last	55.60000000000001	57.15
mBERT	Urdu	case_noun	mBERT-rand-subw	first	53.95	51.5
mBERT	Urdu	case_noun	mBERT-rand-subw	last	59.85	50.9
mBERT	Urdu	case_propn		first	80.95	81.3
mBERT	Urdu	case_propn		last	84.8	87.1
mBERT	Urdu	case_propn	mBERT-char	first	62.55	61.65
mBERT	Urdu	case_propn	mBERT-char	last	80.45	87.8
mBERT	Urdu	case_propn	mBERT-rand-char	first	53.15	47.4
mBERT	Urdu	case_propn	mBERT-rand-char	last	56.0	55.85
mBERT	Urdu	case_propn	mBERT-rand-subw	first	58.45	51.1
mBERT	Urdu	case_propn	mBERT-rand-subw	last	56.6	56.65
mBERT	Urdu	gender_noun		first	75.25	74.7
mBERT	Urdu	gender_noun		last	78.05	76.3
mBERT	Urdu	gender_noun	mBERT-char	first	71.8	69.55
mBERT	Urdu	gender_noun	mBERT-char	last	80.4	74.55
mBERT	Urdu	gender_noun	mBERT-rand-char	first	66.15	62.95
mBERT	Urdu	gender_noun	mBERT-rand-char	last	79.0	73.4
mBERT	Urdu	gender_noun	mBERT-rand-subw	first	67.8	67.9
mBERT	Urdu	gender_noun	mBERT-rand-subw	last	70.35	72.9
mBERT	Urdu	number_noun		first	91.9	83.7
mBERT	Urdu	number_noun		last	97.55	92.85
mBERT	Urdu	number_noun	mBERT-char	first	79.1	81.85
mBERT	Urdu	number_noun	mBERT-char	last	95.95	88.05
mBERT	Urdu	number_noun	mBERT-rand-char	first	57.95	55.3
mBERT	Urdu	number_noun	mBERT-rand-char	last	89.05	81.6
mBERT	Urdu	number_noun	mBERT-rand-subw	first	60.55	57.2
mBERT	Urdu	number_noun	mBERT-rand-subw	last	91.4	84.5
